setup_id,specialized_ticker,direction,description,signal_ids,oos_first_trigger,oos_last_trigger,oos_days_since_last_trigger,oos_total_trades,oos_open_trades,oos_sum_pnl_dollars,oos_final_nav,oos_nav_total_return_pct,expectancy,source_run
SETUP_0095,TSLA US Equity,long,CRWV US Equity_EV__EV_surprise_dispersion_day is_low AND QQQ US Equity_px_range_polarity_z_60d is_high,"SIG_03097, SIG_00504",2024-09-12,2025-09-03,0,14,1,-8266.7779,91733.2221,-8.2668,2539.1801,run_seed44_20250906_224237
SETUP_0068,GOOGL US Equity,long,TSLA US Equity_opt.pcr_z_21 is_high,SIG_00104,2024-09-05,2025-09-03,0,29,1,-8399.9328,91600.0672,-8.3999,682.2926,run_seed38_20250906_170035
SETUP_0007,MSFT US Equity,long,AMZN US Equity_S&P_Global_US_Services_PMI_pre_window is_high AND MSFT US Equity_tw_pub_z_30d is_low,"SIG_04032, SIG_00780",2021-01-05,2025-09-03,1,39,1,-10031.3966,89968.6034,-10.0314,1656.4172,run_seed45_20250907_013839
SIG_02894|SIG_04127,TSLA US Equity,long,XLK US Equity_opt.fly_1m_40v25 is_high AND EUR Curncy_px.mom_21 is_high,"SIG_02894, SIG_04127",2022-08-11,2025-09-01,7,20,1,-10082.7064,89917.2936,-10.0827,24016.3415,run_seed78_20250908_235457
SIG_06516,XLK US Equity,long,MSFT US Equity_gate.liquid_flag is_high,SIG_06516,2024-01-12,2025-09-08,0,48,1,-11788.7171,88211.2829,-11.7887,47.6159,run_seed7_20250908_223010
SIG_06516,XLK US Equity,long,MSFT US Equity_gate.liquid_flag is_high,SIG_06516,2024-01-12,2025-09-08,0,48,1,-11788.7171,88211.2829,-11.7887,47.6159,run_seed7_20250908_222738
SIG_05369,COIN US Equity,long,XLC US Equity_cs.rank_drawdown_63 is_high,SIG_05369,2023-01-09,2025-09-08,0,50,1,-12014.3763,87985.6237,-12.0144,-2579.903,run_seed7_20250908_220936
SETUP_0006,AMZN US Equity,long,XAU Curncy_price.mom_21 z_breakout_pos,SIG_02670,2021-01-05,2025-09-03,0,37,1,-12534.7848,87465.2152,-12.5348,2814.4424,run_seed38_20250906_170035
SETUP_0005,MSFT US Equity,long,AMZN US Equity_Durable_Goods_Orders_in_window is_high AND MSTR US Equity_iv_term_call3m_minus_rv21_z_60d z_breakout_pos,"SIG_04023, SIG_01317",2021-06-23,2025-09-02,2,26,1,-13201.6105,86798.3895,-13.2016,4069.1348,run_seed49_20250907_092704
SIG_00000|SIG_01144,NKE US Equity,long,macro.2s10s_slope is_high AND AAPL US Equity_px.stoch14_z is_high,"SIG_00000, SIG_01144",2021-07-02,2025-09-04,4,8,1,-13455.1951,86544.8049,-13.4552,16190.9967,run_seed78_20250908_235457
SIG_01595|SIG_04223,QQQ US Equity,long,AMD US Equity_opt.term_30d_3m is_low AND EUR Curncy_x.bh_ret_spy_21 is_high,"SIG_01595, SIG_04223",2021-06-01,2025-08-29,7,8,1,-13469.7109,86530.2891,-13.4697,10844.7146,run_seed76_20250908_230722
SETUP_0064,MSFT US Equity,long,MSFT US Equity_Initial_Jobless_Claims_in_window z_breakout_neg AND AMZN US Equity_Durable_Goods_Orders_in_window is_high,"SIG_04181, SIG_04023",2024-08-27,2025-09-02,2,15,1,-14477.5887,85522.4113,-14.4776,2522.2781,run_seed49_20250907_092704
SIG_00029|SIG_00194,XLE US Equity,long,TSLA US Equity_sent.news_heat_z21 is_high AND TSLA US Equity_px.mom_5 is_low,"SIG_00029, SIG_00194",2022-01-11,2025-09-03,2,24,1,-14606.2862,85393.7138,-14.6063,6287.4852,run_seed76_20250908_230722
SIG_05943,XLE US Equity,long,TSLA US Equity_gate.liquid_flag z_breakout_pos,SIG_05943,2024-01-26,2025-09-08,0,21,1,-15370.3747,84629.6253,-15.3704,-256.3073,run_seed7_20250908_221437
SIG_02895,ARM US Equity,long,XLK US Equity_liq.turnover_z_63 z_breakout_pos,SIG_02895,2024-03-05,2025-09-05,3,23,1,-15691.9449,84308.0551,-15.6919,-4023.7139,run_seed7_20250908_222738
SIG_00029|SIG_03609,GOOGL US Equity,long,TSLA US Equity_px.mom_5 is_low AND MXWO Index_opt.iv3m_z_60 z_breakout_pos,"SIG_00029, SIG_03609",2022-01-24,2025-09-03,2,8,1,-15980.4314,84019.5686,-15.9804,3959.4556,run_seed76_20250908_230722
SETUP_0053,AAPL US Equity,long,GOOGL US Equity_S&P_Global_US_Services_PMI_pre_window is_high AND ARM US Equity_S&P_Global_US_Composite_PMI_in_window is_high,"SIG_04154, SIG_04525",2024-09-04,2025-09-03,1,19,1,-16294.6801,83705.3199,-16.2947,-939.4528,run_seed48_20250907_022712
SETUP_0036,TSLA US Equity,long,TSLA US Equity_opt.pcr_z_21 is_high,SIG_00104,2023-01-05,2025-09-03,1,74,1,-16498.4478,83501.5522,-16.4984,1022.3505,run_seed37_20250904_130458
SETUP_0021,QQQ US Equity,long,JPY Curncy_inter.2s10s_slope z_breakout_pos AND COIN US Equity_EV__EV_revision_tail_flag is_high,"SIG_02245, SIG_03754",2023-03-20,2025-09-02,0,13,1,-16979.57,83020.43,-16.9796,1532.8974,run_seed43_20250906_171737
SETUP_0018,MSTR US Equity,long,AMZN US Equity_inter.2s10s_slope z_breakout_pos AND QQQ US Equity_iv_call3m_shock_1d_z_30d is_low,"SIG_00426, SIG_00513",2023-03-21,2025-09-04,0,29,1,-17205.4095,82794.5905,-17.2054,2541.7824,run_seed45_20250907_013839
SETUP_0069,AAPL US Equity,long,MSFT US Equity_EV__EV_days_to_high is_high,SIG_03392,2024-09-03,2025-09-02,1,36,1,-17506.7774,82493.2226,-17.5068,566.5514,run_seed38_20250906_170035
SETUP_0030,AAPL US Equity,long,MSTR US Equity_EV__EV_tail_flag_1p5 is_high,SIG_03659,2022-05-02,2025-09-02,1,119,1,-18612.1475,81387.8525,-18.6121,361.0216,run_seed38_20250906_113633
SETUP_0008,GOOGL US Equity,long,QQQ US Equity_cs.rank_mom_63 z_breakout_pos,SIG_05068,2021-04-30,2025-09-04,0,39,1,-20059.5921,79940.4079,-20.0596,2555.4403,run_seed37_20250904_130458
SIG_01797|SIG_04852,QQQ US Equity,long,MSTR US Equity_opt.iv_mom_5_z60 is_high AND GOOGL US Equity_x.corr_delta_20_60_z60 is_high,"SIG_01797, SIG_04852",2022-04-12,2025-08-26,10,10,1,-20630.1249,79369.8751,-20.6301,7065.8738,run_seed76_20250908_230722
SIG_04208,TSLA US Equity,long,EUR Curncy_px.stoch14_z is_high,SIG_04208,2024-02-22,2025-09-08,0,28,1,-22576.9109,77423.0891,-22.5769,117.0057,run_seed7_20250908_220936
SETUP_0061,COIN US Equity,short,ARM US Equity_EV__EV_dense_macro_day_score is_low,SIG_03864,2024-08-30,2025-09-03,0,40,1,-23773.5064,76226.4936,-23.7735,166.6421,run_seed38_20250906_113633
SETUP_0054,AMD US Equity,long,AMZN US Equity_EV__EV_revision_z is_high,SIG_03190,2023-09-07,2025-09-02,1,50,1,-25103.3577,74896.6423,-25.1034,-245.1294,run_seed38_20250906_170035
SETUP_0007,QQQ US Equity,long,QQQ US Equity_cs.rank_mom_63 z_breakout_pos,SIG_05068,2021-04-30,2025-09-04,0,38,1,-26066.5456,73933.4544,-26.0665,2632.7648,run_seed37_20250904_130458
SETUP_0062,QQQ US Equity,long,AMZN US Equity_Durable_Goods_Orders_in_window is_high AND TSLA US Equity_Initial_Jobless_Claims_pre_window is_high,"SIG_04023, SIG_03877",2024-08-28,2025-09-03,0,26,1,-26377.4863,73622.5137,-26.3775,335.7629,run_seed47_20250907_015648
SETUP_0065,AMD US Equity,long,MSTR US Equity_iv_vs_newsheat_divergence_call3m_z_60d is_high,SIG_01323,2024-10-17,2025-09-02,1,10,1,-26914.5564,73085.4436,-26.9146,1444.4624,run_seed38_20250906_170035
SETUP_0054,AMD US Equity,long,CL1 Comdty_px_range_polarity_z_60d is_high AND AMZN US Equity_Durable_Goods_Orders_in_window is_high,"SIG_02528, SIG_04023",2024-08-27,2025-09-03,0,15,1,-27704.6102,72295.3898,-27.7046,2289.9925,run_seed47_20250907_015648
SETUP_0039,MSFT US Equity,long,MSFT US Equity_EV__EV_tail_flag_1p5 is_high AND COIN US Equity_EV__EV_revision_tail_flag is_high,"SIG_03419, SIG_03754",2023-01-10,2025-09-02,0,28,1,-28850.6572,71149.3428,-28.8507,440.691,run_seed43_20250906_171737
SIG_03648,GOOGL US Equity,long,SPY US Equity_gate.liquid_flag is_high,SIG_03648,2024-01-02,2025-09-08,0,53,1,-29155.1222,70844.8778,-29.1551,6.3932,run_seed7_20250908_220504
SETUP_0012,AAPL US Equity,long,AMZN US Equity_opt.oi_mom_5 is_high,SIG_00398,2021-01-12,2025-09-02,1,61,1,-29436.2809,70563.7191,-29.4363,732.5903,run_seed38_20250906_170035
SETUP_0033,MSFT US Equity,long,ARM US Equity_S&P_Global_US_Composite_PMI_in_window is_high AND TSLA US Equity_MBA_Mortgage_Applications_days_to_high is_low,"SIG_04525, SIG_03879",2024-01-04,2025-09-04,0,41,1,-29648.9598,70351.0402,-29.649,-447.3358,run_seed48_20250907_092317
SETUP_0047,MSFT US Equity,long,JPY Curncy_inter.risk_on_score is_low AND AMD US Equity_S&P_Global_US_Manufacturing_PMI_in_window is_high,"SIG_02260, SIG_04349",2024-09-04,2025-09-03,1,17,1,-29873.0096,70126.9904,-29.873,-517.0059,run_seed45_20250907_013839
SETUP_0048,MSFT US Equity,long,JPY Curncy_inter.risk_on_score is_low AND AMD US Equity_S&P_Global_US_Manufacturing_PMI_in_window is_high,"SIG_02260, SIG_04349",2024-09-04,2025-09-03,1,17,1,-29873.0096,70126.9904,-29.873,-517.0059,run_seed45_20250907_012720
SIG_03200,LLY US Equity,short,CL1 Comdty_opt.rr25_1m_proxy z_breakout_neg,SIG_03200,2022-05-11,2025-09-08,0,26,1,-30150.7516,69849.2484,-30.1508,-660.5999,run_seed7_20250908_220504
SETUP_0009,MSFT US Equity,long,CRWV US Equity_S&P_Global_US_Manufacturing_PMI_in_window is_high AND USGG2YR Index_inter.risk_on_score is_low,"SIG_03983, SIG_02116",2021-03-24,2025-09-03,1,73,1,-30496.6366,69503.3634,-30.4966,1833.4285,run_seed49_20250907_092704
SIG_01012|SIG_04142,PLTR US Equity,long,EUR Curncy_px.trend_slope_63 z_breakout_neg AND MSFT US Equity_liq.turnover_z_63 is_high,"SIG_01012, SIG_04142",2022-04-27,2025-09-08,0,11,1,-30501.7883,69498.2117,-30.5018,-3289.2003,run_seed75_20250908_230407
SETUP_0006,MSFT US Equity,long,AMZN US Equity_opt.oi_mom_5 is_high AND CRWV US Equity: Revision Shock is_high,"SIG_00398, SIG_03114",2021-04-07,2025-09-02,1,31,1,-30896.1287,69103.8713,-30.8961,1488.007,run_seed47_20250907_015648
SETUP_0067,MSTR US Equity,long,CRWV US Equity_S&P_Global_US_Manufacturing_PMI_in_window is_high AND AMZN US Equity: Surprise Percentile is_low,"SIG_03983, SIG_03173",2024-08-26,2025-09-04,0,14,1,-32307.7818,67692.2182,-32.3078,1284.0206,run_seed49_20250907_092704
SETUP_0051,GOOGL US Equity,long,MSFT US Equity_EV__EV_days_to_high is_high,SIG_03392,2023-09-05,2025-09-02,1,74,1,-32595.9551,67404.0449,-32.596,722.7948,run_seed38_20250906_170035
SETUP_0045,QQQ US Equity,long,HG1 Comdty_px_range_polarity_z_60d is_high AND CRWV US Equity_EV__EV_surprise_dispersion_day is_low,"SIG_02612, SIG_03097",2023-01-11,2025-09-03,0,45,1,-34395.6873,65604.3127,-34.3957,1139.3344,run_seed43_20250906_181934
SETUP_0013,TSLA US Equity,long,AMZN US Equity_opt.oi_mom_5 is_high,SIG_00398,2021-01-12,2025-09-02,1,62,1,-34688.329,65311.671,-34.6883,1221.1869,run_seed38_20250906_170035
SETUP_0242,MSTR US Equity,long,GOOGL US Equity_options_total_volume_spike_z_30d is_high AND HG1 Comdty_px_range_polarity_z_60d is_high,"SIG_00681, SIG_02612",2024-07-08,2025-09-04,0,16,1,-34880.3346,65119.6654,-34.8803,206308.9983,run_seed44_20250906_183803
SIG_01657,QQQ US Equity,short,XLK US Equity_opt.rr25_1m_proxy z_breakout_neg,SIG_01657,2024-03-21,2025-09-08,0,15,1,-36785.2497,63214.7503,-36.7852,-177.3486,run_seed7_20250908_220504
SETUP_0037,MSTR US Equity,long,USGG10YR Index_price.mom_126 z_breakout_pos,SIG_02001,2022-05-02,2025-09-03,0,25,1,-37319.7654,62680.2346,-37.3198,959.7097,run_seed38_20250906_170035
SETUP_0037,TSLA US Equity,long,GOOGL US Equity: Pre-Event Window is_low AND GOOGL US Equity_open_interest_call_pctchg_3d_z_60d is_high,"SIG_03315, SIG_00693",2024-01-29,2025-09-01,2,33,1,-37347.8857,62652.1143,-37.3479,1225.7068,run_seed47_20250907_015648
SETUP_0051,COIN US Equity,long,TSLA US Equity_MBA_Mortgage_Applications_days_to_high is_low AND AAPL US Equity_Durable_Goods_Orders_in_window is_high,"SIG_03879, SIG_04267",2024-08-29,2025-09-04,0,25,1,-37601.0052,62398.9948,-37.601,25.7465,run_seed48_20250907_092317
SETUP_0070,MSFT US Equity,long,AMZN US Equity_Durable_Goods_Orders_in_window is_high AND AMZN US Equity_iv_call3m_shock_1d_z_30d is_high,"SIG_04023, SIG_00354",2024-09-04,2025-09-03,1,19,1,-41171.8025,58828.1975,-41.1718,1077.586,run_seed49_20250907_092704
SIG_01144|SIG_02907,NKE US Equity,long,XLK US Equity_opt.rv_minus_iv_21 is_low AND AAPL US Equity_px.stoch14_z is_high,"SIG_01144, SIG_02907",2021-07-02,2025-09-04,4,9,1,-43492.4137,56507.5863,-43.4924,21400.6919,run_seed78_20250908_235457
SETUP_0059,QQQ US Equity,long,ARM US Equity_EV__EV_revision_z is_high AND MSFT US Equity_EV__EV_tail_flag_1p5 is_high,"SIG_03830, SIG_03419",2023-04-19,2025-09-02,1,21,1,-45110.2396,54889.7604,-45.1102,537.7346,run_seed44_20250906_224237
SETUP_0050,MSFT US Equity,long,MSTR US Equity_EV__EV_revision_tail_flag is_high AND COIN US Equity_EV__EV_revision_tail_flag is_high,"SIG_03674, SIG_03754",2023-01-10,2025-09-02,1,63,1,-45589.705,54410.295,-45.5897,408.225,run_seed43_20250906_181934
SETUP_0012,AMD US Equity,long,MSTR US Equity_EV__EV_revision_tail_flag is_high AND COIN US Equity_EV__EV_revision_tail_flag is_high,"SIG_03674, SIG_03754",2021-01-19,2025-09-02,0,128,1,-47748.994,52251.006,-47.749,345.7397,run_seed43_20250906_171737
SIG_00669|SIG_02732,TSLA US Equity,long,QQQ US Equity_opt.iv_mom_5_z60 is_low AND XLE US Equity_flow.pcr_ema5_z30 is_high,"SIG_00669, SIG_02732",2024-01-12,2025-08-29,10,8,1,-49578.9518,50421.0482,-49.579,14102.1446,run_seed78_20250908_235457
SIG_05041|SIG_05096,NKE US Equity,long,CRM US Equity_x.corr_fisher20_z60 is_low AND MSTR US Equity_gate.liquid_flag is_high,"SIG_05041, SIG_05096",2023-01-13,2025-09-08,0,15,1,-50636.5924,49363.4076,-50.6366,18466.7974,run_seed78_20250908_235457
SETUP_0056,COIN US Equity,long,AMZN US Equity_px_range_polarity_z_60d is_high AND AMZN US Equity_S&P_Global_US_Manufacturing_PMI_in_window is_high,"SIG_00346, SIG_04044",2024-09-03,2025-09-03,0,14,1,-54231.3518,45768.6482,-54.2314,1219.0493,run_seed47_20250907_015648
SETUP_0008,MSFT US Equity,long,JPY Curncy_inter.risk_on_score is_low AND AMD US Equity_S&P_Global_US_Manufacturing_PMI_in_window is_high,"SIG_02260, SIG_04349",2021-03-24,2025-09-03,1,74,1,-56343.5946,43656.4054,-56.3436,357.2595,run_seed45_20250907_012720
SIG_04346,NKE US Equity,short,EEM US Equity_opt.term_30d_3m is_low,SIG_04346,2024-07-11,2025-09-08,0,16,1,-57091.1455,42908.8545,-57.0911,1406.5843,run_seed78_20250908_235457
SETUP_0072,AMD US Equity,short,QQQ US Equity_EV__EV_after_surprise_z is_low,SIG_03246,2024-09-12,2025-09-02,1,34,1,-57397.4123,42602.5877,-57.3974,-5.9398,run_seed38_20250906_170035
SIG_05131,AMD US Equity,long,AMZN US Equity_cs.rank_mom_21 is_high,SIG_05131,2024-02-05,2025-09-02,6,10,1,-58901.072,41098.928,-58.9011,10355.9373,run_seed78_20250908_235457
SIG_00029|SIG_01853,AMD US Equity,short,TSLA US Equity_px.mom_5 is_low AND MSTR US Equity_x.bh_ret_spy_21 is_low,"SIG_00029, SIG_01853",2023-01-06,2025-09-03,2,13,1,-59145.7488,40854.2512,-59.1457,-383.9946,run_seed76_20250908_230722
SETUP_0011,MSFT US Equity,long,MSTR US Equity_EV__EV_revision_tail_flag is_high AND COIN US Equity_EV__EV_revision_tail_flag is_high,"SIG_03674, SIG_03754",2021-01-19,2025-09-02,0,124,1,-61690.2206,38309.7794,-61.6902,490.6204,run_seed43_20250906_171737
SIG_01942,PLTR US Equity,long,XLV US Equity_opt.term_30d_3m is_high,SIG_01942,2022-01-04,2025-09-08,0,101,1,-62072.513,37927.487,-62.0725,-1939.0178,run_seed7_20250908_220504
SIG_00882,SPY US Equity,short,MSFT US Equity_px.stoch14_z is_low,SIG_00882,2023-01-05,2025-09-08,0,38,1,-62102.2657,37897.7343,-62.1023,-79.0223,run_seed7_20250908_221437
SIG_01428|SIG_04279,QQQ US Equity,long,LLY US Equity_flow.pcr_ema5_z30 is_high AND EEM US Equity_px.range_pos_63 is_high,"SIG_01428, SIG_04279",2022-12-01,2025-08-26,13,12,1,-63610.8823,36389.1177,-63.6109,19530.2086,run_seed78_20250908_235457
SETUP_0010,QQQ US Equity,long,COIN US Equity_EV__EV_revision_tail_flag is_high AND MSTR US Equity_EV__EV_revision_tail_flag is_high,"SIG_03754, SIG_03674",2021-01-19,2025-09-02,0,125,1,-64255.1017,35744.8983,-64.2551,395.3719,run_seed43_20250906_171737
SIG_01796,AMZN US Equity,long,XLC US Equity_px.mom_5 is_high,SIG_01796,2021-01-21,2025-09-08,0,81,1,-81918.7412,18081.2588,-81.9187,257.452,run_seed7_20250908_220504
SIG_04683,AAPL US Equity,long,XAU Curncy_px.mom_21 z_breakout_pos,SIG_04683,2024-03-05,2025-08-29,10,12,1,-89306.4609,10693.5391,-89.3065,13134.4233,run_seed78_20250908_235457
SETUP_0027,MSFT US Equity,long,MSTR US Equity_EV__EV_revision_tail_flag is_high AND COIN US Equity_EV__EV_revision_tail_flag is_high,"SIG_03674, SIG_03754",2022-01-10,2025-09-02,0,90,1,-104542.9973,-4542.9973,-104.543,584.1253,run_seed43_20250906_171737
SIG_00669,TSLA US Equity,short,QQQ US Equity_opt.iv_mom_5_z60 is_low,SIG_00669,2024-01-12,2025-08-29,10,20,1,-108507.6373,-8507.6373,-108.5076,-1578.2808,run_seed78_20250908_235457
SIG_01428|SIG_04717,QQQ US Equity,long,XAU Curncy_px.stoch14_z is_high AND LLY US Equity_flow.pcr_ema5_z30 is_high,"SIG_01428, SIG_04717",2022-01-25,2025-09-01,7,18,1,-136984.2706,-36984.2706,-136.9843,25989.7032,run_seed78_20250908_235457
SIG_02995,TSLA US Equity,short,NKE US Equity_px.stoch14_z is_low,SIG_02995,2023-02-07,2025-09-03,5,27,1,-140974.8257,-40974.8257,-140.9748,-3020.7096,run_seed78_20250908_235457
SIG_01144,NKE US Equity,long,AAPL US Equity_px.stoch14_z is_high,SIG_01144,2021-07-02,2025-09-04,4,43,1,-163876.3999,-63876.3999,-163.8764,10550.3693,run_seed78_20250908_235457
SIG_02887,XLK US Equity,short,XLK US Equity_opt.term_30d_3m is_low,SIG_02887,2024-01-25,2025-09-04,4,20,1,-170566.8412,-70566.8412,-170.5668,-2718.4878,run_seed78_20250908_235457
